Student_ID,Age,Gender,University_Year,Sleep_Duration,Study_Hours,Screen_Time,Caffeine_Intake,Physical_Activity,Sleep_Quality,Weekday_Sleep_Start,Weekend_Sleep_Start,Weekday_Sleep_End,Weekend_Sleep_End,GPA
466,24,Other,2nd Year,7.4,8.2,2.5,3,68,3,02:12:00,09:36:00,6.71,8.32,3.5820485832473246
467,25,Other,2nd Year,8.0,0.5,1.0,2,94,2,20:15:36,08:02:24,5.25,7.21,2.936920780424786
468,18,Other,4th Year,5.0,1.0,1.0,0,52,9,16:40:12,17:42:00,5.9,8.8,2.161274725989883
469,22,Male,2nd Year,4.8,8.6,1.7,3,61,3,05:37:12,21:09:36,6.45,8.02,2.4525384312304963
470,21,Male,3rd Year,4.5,0.9,1.1,0,40,5,19:55:48,14:43:48,6.75,8.41,2.6466162676818406
471,22,Female,1st Year,7.2,0.9,1.3,5,56,9,20:24:36,20:01:48,8.91,9.82,2.4491694065128473
472,25,Female,1st Year,7.5,0.1,2.0,0,120,8,14:24:36,19:40:12,8.23,9.09,2.7696073284107907
473,20,Other,3rd Year,4.2,11.5,3.4,4,59,2,20:03:36,16:54:36,7.95,7.5,2.61989047718423
474,21,Other,2nd Year,8.7,8.9,2.7,3,53,3,09:42:36,16:05:24,7.15,10.85,3.3562349554474964
475,20,Other,3rd Year,4.3,4.2,2.5,2,69,2,17:15:00,11:24:00,8.36,9.54,2.995208302444062
476,25,Female,3rd Year,6.7,3.6,1.9,2,100,8,03:11:24,08:25:48,6.36,10.06,2.981171820861735
477,18,Female,4th Year,7.5,4.2,3.8,3,56,6,05:33:00,10:08:24,7.84,7.32,2.875422000288972
478,25,Female,3rd Year,8.4,9.3,2.2,4,9,6,07:18:36,19:01:48,8.98,7.19,3.046370105977862
479,18,Female,1st Year,7.6,7.9,1.3,1,39,9,09:02:24,18:33:36,6.26,7.08,3.065754261645447
480,21,Female,3rd Year,8.0,2.2,2.9,0,6,8,03:52:12,04:25:12,7.7,7.76,3.0577473707846394
481,21,Female,1st Year,5.7,2.1,1.3,4,102,4,17:19:12,10:49:48,8.38,8.66,3.074973749573791
482,23,Female,1st Year,8.1,1.2,2.0,5,37,4,03:39:36,04:36:00,8.66,10.74,3.0076339888332004
483,22,Other,1st Year,4.4,7.9,2.5,3,84,9,05:25:12,14:34:11.999999,7.87,8.83,3.0776170739810547
484,23,Other,2nd Year,8.5,9.2,3.6,0,60,1,06:17:23.999999,09:42:36,6.13,8.16,3.1398977833420108
485,22,Other,4th Year,6.7,3.2,2.5,2,83,2,10:12:36,11:31:48,6.31,9.25,3.3833076982273456
486,23,Other,1st Year,8.1,0.3,3.1,1,2,2,16:49:48,15:37:12,5.08,7.45,3.300041902591258
487,20,Female,1st Year,6.3,1.0,4.0,5,50,6,13:06:36,12:36:00,8.04,9.44,2.51223328656672
488,21,Male,2nd Year,7.2,11.6,1.4,2,85,4,05:20:24,11:57:00,5.17,9.27,2.3444277771810755
489,18,Female,1st Year,6.6,3.5,1.8,3,46,10,21:19:48,17:58:48,8.46,10.17,2.716623813226339
490,22,Male,3rd Year,7.7,9.2,2.2,0,67,3,05:34:47.999999,15:42:00,5.47,10.95,3.7151263482945382
491,25,Other,3rd Year,4.4,7.5,2.3,3,91,3,16:57:36,06:10:12,5.69,8.0,2.793707553764553
492,22,Female,4th Year,4.3,4.6,2.2,0,75,3,18:58:12,03:40:48,6.91,9.04,2.95125133373329
493,18,Other,1st Year,5.2,2.5,3.7,4,37,6,19:34:11.999999,14:48:00,7.95,10.64,1.7856339949534688
494,23,Female,2nd Year,4.8,1.5,3.1,1,114,8,21:25:48,15:51:36,5.56,10.14,2.6567701834494706
495,22,Other,3rd Year,8.4,7.4,2.8,4,35,7,11:00:00,18:06:00,6.76,8.95,3.087915649467902
496,24,Male,2nd Year,5.1,9.3,1.9,4,110,4,17:25:12,08:25:48,6.93,10.78,2.4990920911489334
497,20,Male,2nd Year,8.9,7.7,3.5,3,40,4,01:13:12,15:32:24,5.85,7.23,3.089816856669733
498,21,Male,3rd Year,5.7,6.4,3.9,1,68,10,09:56:24,02:15:00,5.46,10.72,3.1790021249437665
499,18,Female,2nd Year,4.9,0.5,3.5,0,12,2,19:06:00,15:29:24,8.35,7.2,1.9908089660383976
500,21,Male,3rd Year,7.9,11.6,1.0,0,86,1,07:32:24,14:07:12,7.01,9.19,3.404850730136978
